,PMID,Title,Pub types,Author,Affiliations
124,39695232,Synaptic basis of feature selectivity in hippocampal neurons.,,  - Balázs J Rózsa,"BrainVisionCenter, Budapest, Hungary.|Laboratory of 3D Functional Network and Dendritic Imaging, Institute of Experimental Medicine, Budapest, Hungary.|Faculty of Information Technology and Bionics, Pázmány Péter University, Budapest, Hungary."
125,39695232,Synaptic basis of feature selectivity in hippocampal neurons.,,  - Michael Z Lin,"Department of Neurobiology, Stanford University, Stanford, CA, USA.|Department of Bioengineering, Stanford University, Stanford, CA, USA."
126,39695232,Synaptic basis of feature selectivity in hippocampal neurons.,,  - Franck Polleux,"Department of Neuroscience, Columbia University, New York, NY, USA. fp2304@columbia.edu.|Mortimer B. Zuckerman Mind Brain Behavior Institute, Columbia University, New York, NY, USA. fp2304@columbia.edu."
127,39695232,Synaptic basis of feature selectivity in hippocampal neurons.,,  - Attila Losonczy,"Department of Neuroscience, Columbia University, New York, NY, USA. al285@columbia.edu.|Mortimer B. Zuckerman Mind Brain Behavior Institute, Columbia University, New York, NY, USA. al285@columbia.edu."
128,39695231,Determining structures of RNA conformers using AFM and deep neural networks.,,  - Maximilia F S Degenhardt,"Protein-Nucleic Acid Interaction Section, Center for Structural Biology, Center for Cancer Research, National Cancer Institute, Frederick, MD, USA."
129,39695231,Determining structures of RNA conformers using AFM and deep neural networks.,,  - Hermann F Degenhardt,"Protein-Nucleic Acid Interaction Section, Center for Structural Biology, Center for Cancer Research, National Cancer Institute, Frederick, MD, USA."
130,39695231,Determining structures of RNA conformers using AFM and deep neural networks.,,  - Yuba R Bhandari,"Protein-Nucleic Acid Interaction Section, Center for Structural Biology, Center for Cancer Research, National Cancer Institute, Frederick, MD, USA."
131,39695231,Determining structures of RNA conformers using AFM and deep neural networks.,,  - Yun-Tzai Lee,"Protein-Nucleic Acid Interaction Section, Center for Structural Biology, Center for Cancer Research, National Cancer Institute, Frederick, MD, USA."
132,39695231,Determining structures of RNA conformers using AFM and deep neural networks.,,  - Jienyu Ding,"Protein-Nucleic Acid Interaction Section, Center for Structural Biology, Center for Cancer Research, National Cancer Institute, Frederick, MD, USA."
133,39695231,Determining structures of RNA conformers using AFM and deep neural networks.,,  - Ping Yu,"Protein-Nucleic Acid Interaction Section, Center for Structural Biology, Center for Cancer Research, National Cancer Institute, Frederick, MD, USA."
134,39695231,Determining structures of RNA conformers using AFM and deep neural networks.,,  - William F Heinz,"Optical Microscopy and Analysis Laboratory, Cancer Research Technology Program, Frederick National Laboratory for Cancer Research, Frederick, MD, USA."
135,39695231,Determining structures of RNA conformers using AFM and deep neural networks.,,  - Jason R Stagno,"Protein-Nucleic Acid Interaction Section, Center for Structural Biology, Center for Cancer Research, National Cancer Institute, Frederick, MD, USA."
136,39695231,Determining structures of RNA conformers using AFM and deep neural networks.,,  - Charles D Schwieters,"Computational Biomolecular Magnetic Resonance Core, National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health, Bethesda, MD, USA."
137,39695231,Determining structures of RNA conformers using AFM and deep neural networks.,,  - Norman R Watts,"Protein Expression Laboratory, National Institute of Arthritis and Musculoskeletal and Skin Diseases, National Institutes of Health, Bethesda, MD, USA."
138,39695231,Determining structures of RNA conformers using AFM and deep neural networks.,,  - Paul T Wingfield,"Protein Expression Laboratory, National Institute of Arthritis and Musculoskeletal and Skin Diseases, National Institutes of Health, Bethesda, MD, USA."
139,39695231,Determining structures of RNA conformers using AFM and deep neural networks.,,  - Alan Rein,"Retrovirus Assembly Section, HIV Dynamics and Replication Program, National Cancer Institute, Frederick, MD, USA."
140,39695231,Determining structures of RNA conformers using AFM and deep neural networks.,,  - Jinwei Zhang,"Structural Biology of Noncoding RNAs and Ribonucleoproteins Section, Laboratory of Molecular Biology, National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health, Bethesda, MD, USA."
141,39695231,Determining structures of RNA conformers using AFM and deep neural networks.,,  - Yun-Xing Wang,"Protein-Nucleic Acid Interaction Section, Center for Structural Biology, Center for Cancer Research, National Cancer Institute, Frederick, MD, USA. wangyunx@mail.nih.gov."
142,39695230,Hierarchical design of pseudosymmetric protein nanocages.,,  - Quinton M Dowling,"Department of Bioengineering, University of Washington, Seattle, WA, USA.|Institute for Protein Design, University of Washington, Seattle, WA, USA."
143,39695230,Hierarchical design of pseudosymmetric protein nanocages.,,  - Young-Jun Park,"Department of Biochemistry, University of Washington, Seattle, WA, USA."
144,39695230,Hierarchical design of pseudosymmetric protein nanocages.,,  - Chelsea N Fries,"Institute for Protein Design, University of Washington, Seattle, WA, USA.|Department of Biochemistry, University of Washington, Seattle, WA, USA."
145,39695230,Hierarchical design of pseudosymmetric protein nanocages.,,  - Neil C Gerstenmaier,"Institute for Protein Design, University of Washington, Seattle, WA, USA.|Department of Biochemistry, University of Washington, Seattle, WA, USA."
146,39695230,Hierarchical design of pseudosymmetric protein nanocages.,,  - Sebastian Ols,"Institute for Protein Design, University of Washington, Seattle, WA, USA.|Department of Biochemistry, University of Washington, Seattle, WA, USA."
147,39695230,Hierarchical design of pseudosymmetric protein nanocages.,,  - Erin C Yang,"Institute for Protein Design, University of Washington, Seattle, WA, USA.|Department of Biochemistry, University of Washington, Seattle, WA, USA."
148,39695230,Hierarchical design of pseudosymmetric protein nanocages.,,  - Adam J Wargacki,"Institute for Protein Design, University of Washington, Seattle, WA, USA.|Department of Biochemistry, University of Washington, Seattle, WA, USA."
149,39695230,Hierarchical design of pseudosymmetric protein nanocages.,,  - Annie Dosey,"Institute for Protein Design, University of Washington, Seattle, WA, USA.|Department of Biochemistry, University of Washington, Seattle, WA, USA."
150,39695230,Hierarchical design of pseudosymmetric protein nanocages.,,  - Yang Hsia,"Institute for Protein Design, University of Washington, Seattle, WA, USA.|Department of Biochemistry, University of Washington, Seattle, WA, USA."
151,39695230,Hierarchical design of pseudosymmetric protein nanocages.,,  - Rashmi Ravichandran,"Institute for Protein Design, University of Washington, Seattle, WA, USA.|Department of Biochemistry, University of Washington, Seattle, WA, USA."
152,39695230,Hierarchical design of pseudosymmetric protein nanocages.,,  - Carl D Walkey,"Institute for Protein Design, University of Washington, Seattle, WA, USA.|Department of Biochemistry, University of Washington, Seattle, WA, USA."
153,39695230,Hierarchical design of pseudosymmetric protein nanocages.,,  - Anika L Burrell,"Department of Biochemistry, University of Washington, Seattle, WA, USA."
154,39695230,Hierarchical design of pseudosymmetric protein nanocages.,,  - David Veesler,"Department of Biochemistry, University of Washington, Seattle, WA, USA.|Howard Hughes Medical Institute, Seattle, WA, USA."
155,39695230,Hierarchical design of pseudosymmetric protein nanocages.,,  - David Baker,"Institute for Protein Design, University of Washington, Seattle, WA, USA.|Department of Biochemistry, University of Washington, Seattle, WA, USA.|Howard Hughes Medical Institute, Seattle, WA, USA."
156,39695230,Hierarchical design of pseudosymmetric protein nanocages.,,  - Neil P King,"Institute for Protein Design, University of Washington, Seattle, WA, USA. neilking@uw.edu.|Department of Biochemistry, University of Washington, Seattle, WA, USA. neilking@uw.edu."
